identifier,latitude_start,longitude_start,routeName,latitude_end,longitude_end,,Lat_Difference,Lon_Difference,Sum
102,49.21361995,-123.0801264,Inverness,49.22360789,-123.0801151,Inverness,9987.938839,11.243792,9999.182631
3799,49.26901693,-123.2092655,4th Ave,49.26885584,-123.1994676,4th Ave,161.0896882,9797.883411,9958.973099
421,49.2263045,-123.0974969,Prince Edward,49.23586481,-123.0971022,Prince Edward,9560.311133,394.676975,9954.988108
431,49.23906991,-123.0969772,Prince Edward,49.22970136,-123.0973547,Prince Edward,9368.556965,377.522865,9746.07983
5526,49.21082979,-123.1370083,67TH Ave,49.21068695,-123.1274065,67TH Ave,142.8383782,9601.842886,9744.681264
1774,49.20832048,-123.070067,Fraser River Trail,49.20607992,-123.0625878,Fraser River Trail,2240.561495,7479.188726,9719.750221
1900,49.28462456,-123.0378347,Hastings Park,49.2812082,-123.0440764,Hastings Park,3416.357485,6241.748267,9658.105752
23,49.29407268,-123.1372954,Alberni,49.29029244,-123.1314546,Alberni,3780.243523,5840.798228,9621.041751
127,49.21118982,-123.0798977,Inverness,49.22041294,-123.0802371,Inverness,9223.119831,339.464055,9562.583886
479,49.25559469,-123.0337888,Rupert St,49.24611994,-123.0338292,Rupert St,9474.75309,40.333375,9515.086465
2084,49.26661655,-123.1148794,Cambie Bridge,49.27577928,-123.1146205,Cambie Bridge,9162.726191,258.849893,9421.576084
98,49.22431167,-123.0800889,Inverness,49.21497166,-123.0801104,Inverness,9340.014643,21.576862,9361.591505
636,49.25063921,-123.0467474,22nd Ave,49.25063869,-123.0561041,22nd Ave,0.521768996,9356.682306,9357.204075
216,49.21334517,-123.1064819,63rd Ave,49.21318464,-123.1156649,63rd Ave,160.5268586,9183.021261,9343.54812
3760,49.26840308,-123.1187067,Seaside,49.26812418,-123.127725,Seaside,278.897501,9018.320209,9297.21771
5113,49.27188212,-123.1643914,Valley,49.26304874,-123.1647072,Valley,8833.379355,315.759336,9149.138691
5512,49.21077152,-123.1329329,67TH Ave,49.21063551,-123.1241223,67TH Ave,136.0099046,8810.596078,8946.605983
2461,49.28319054,-123.1312326,Comox-Helmcken,49.28662639,-123.1365397,Comox-Helmcken,3435.854274,5307.063998,8742.918272
704,49.28636349,-123.1174813,Pender,49.28294727,-123.1122019,Pender,3416.220296,5279.347619,8695.567915
4490,49.2164819,-123.0414652,Kerr St,49.22474191,-123.0410467,Kerr St,8260.003388,418.445038,8678.448426
61,49.28750829,-123.0607709,Portside,49.29089487,-123.0554874,Portside,3386.575646,5283.491042,8670.066688
46,49.28974519,-123.042248,Portside,49.29205124,-123.0485461,Portside,2306.052968,6298.183463,8604.236431
1329,49.25792912,-123.1851123,Dunbar,49.2494902,-123.1852061,Dunbar,8438.922672,93.75939101,8532.682063
439,49.23293363,-123.097217,Prince Edward,49.22488319,-123.0975389,Prince Edward,8050.43536,321.990407,8372.425767
478,49.24729153,-123.0338176,Rupert St,49.25559469,-123.0337888,Rupert St,8303.165927,28.785579,8331.951506
496,49.25514178,-123.0337921,Rupert St,49.24687269,-123.0338216,Rupert St,8269.092853,29.47858401,8298.571437
4455,49.20640786,-123.0621804,Kent,49.20589006,-123.0544351,Kent,517.7991655,7745.389166,8263.188332
59,49.29062691,-123.056733,Portside,49.28698965,-123.0611835,Portside,3637.261878,4450.571401,8087.833279
738,49.26142089,-123.0639753,Central Valley,49.26371797,-123.0697361,Central Valley,2297.082643,5760.790592,8057.873235
483,49.2481889,-123.0338112,Rupert St,49.25613733,-123.0337823,Rupert St,7948.429355,28.919256,7977.348611
435,49.22099914,-123.0976443,Prince Edward,49.22870381,-123.0973975,Prince Edward,7704.662949,246.851133,7951.514082
3021,49.24954452,-123.1852057,Dunbar,49.25739876,-123.1851176,Dunbar,7854.242136,88.04534001,7942.287476
501,49.25723128,-123.0337784,Rupert St,49.24935934,-123.0338061,Rupert St,7871.941064,27.660421,7899.601485
130,49.23283027,-123.079794,Inverness,49.22523356,-123.0800545,Inverness,7596.712472,260.424658,7857.13713
2208,49.27575018,-123.1064394,Carrall,49.28147314,-123.1043454,Carrall,5722.962923,2094.00188,7816.964803
344,49.25060014,-123.0337634,22nd Ave,49.25065385,-123.0260257,22nd Ave,53.70670949,7737.713031,7791.41974
2754,49.20606839,-123.1173415,Cambie,49.21320308,-123.1167124,Cambie,7134.694596,629.038755,7763.733351
1613,49.25919318,-123.2030175,Ridgeway,49.25810096,-123.1965622,Ridgeway,1092.21772,6455.335147,7547.552867
445,49.21842287,-123.0977516,Prince Edward,49.22570913,-123.0975226,Prince Edward,7286.263821,228.998686,7515.262507
112,49.22321006,-123.0801302,Inverness,49.23046162,-123.0798792,Inverness,7251.560808,250.998266,7502.559074
3219,49.28481887,-123.0616354,Lakewood,49.27750562,-123.0617448,Lakewood,7313.254224,109.357129,7422.611353
593,49.2325098,-123.1154897,42nd Ave,49.23228401,-123.1083027,42nd Ave,225.790798,7186.932817,7412.723615
138,49.22585555,-123.0800356,Inverness,49.21851572,-123.0800638,Inverness,7339.826922,28.245325,7368.072247
734,49.26016071,-123.0608343,Central Valley,49.26226672,-123.0660837,Central Valley,2106.007434,5249.343837,7355.351271
4017,49.27069446,-123.1475955,Seaside Bypass,49.27117025,-123.1407612,Seaside Bypass,475.7925045,6834.343436,7310.135941
4917,49.21324584,-123.1465896,Cypress,49.21053892,-123.1420338,Cypress,2706.918385,4555.837548,7262.755933
2879,49.26750724,-123.1130578,Yukon,49.26036007,-123.1130055,Yukon,7147.170472,52.366175,7199.536647
625,49.25062408,-123.0442014,22nd Ave,49.25066176,-123.0513493,22nd Ave,37.6756205,7147.881195,7185.556816
63,49.29106914,-123.0546341,Portside,49.28890261,-123.0596391,Portside,2166.531007,5004.94611,7171.477116
137,49.21884427,-123.0800591,Inverness,49.22585555,-123.0800356,Inverness,7011.280236,23.555045,7034.835281
5520,49.21067681,-123.1267181,67TH Ave,49.21078171,-123.1336197,67TH Ave,104.8973793,6901.593846,7006.491225
5133,49.27184364,-123.1642546,York Ave,49.27173397,-123.1573741,York Ave,109.6730052,6880.539363,6990.212368
2769,49.23123644,-123.1730851,Balaclava,49.23816927,-123.1730306,Balaclava,6932.832528,54.47194,6987.304468
697,49.28430233,-123.1142967,Pender,49.28156398,-123.1100574,Pender,2738.342804,4239.27467,6977.617474
336,49.2506017,-123.0374685,22nd Ave,49.25060856,-123.0305016,22nd Ave,6.861809801,6966.854414,6973.716224
219,49.21317004,-123.1139194,63rd Ave,49.21335384,-123.1071981,63rd Ave,183.8021866,6721.214379,6905.016566
405,49.22705698,-123.0974674,Prince Edward,49.2204088,-123.097668,Prince Edward,6648.176297,200.675302,6848.851599
4935,49.29284568,-123.0263832,Cassiar,49.28793874,-123.0283094,Cassiar,4906.94786,1926.175054,6833.122914
2464,49.28586198,-123.1353594,Comox-Helmcken,49.28319054,-123.1312326,Comox-Helmcken,2671.43885,4126.83341,6798.27226
4552,49.25948107,-123.0591395,Central Valley,49.26142089,-123.0639753,Central Valley,1939.813047,4835.885069,6775.698116
343,49.25064673,-123.0270928,22nd Ave,49.25060014,-123.0337634,22nd Ave,46.589037,6670.564406,6717.153443
107,49.22773458,-123.0799734,Inverness,49.22128459,-123.0802036,Inverness,6449.990337,230.20265,6680.192987
2776,49.23474528,-123.1730447,Balaclava,49.23102938,-123.1758441,Balaclava,3715.904613,2799.418229,6515.322842
637,49.25063869,-123.0561041,22nd Ave,49.25066053,-123.0496157,22nd Ave,21.8406312,6488.397807,6510.238438
139,49.21851572,-123.0800638,Inverness,49.21219275,-123.0798789,Inverness,6322.978454,184.951099,6507.929553
111,49.21677261,-123.0800873,Inverness,49.22321006,-123.0801302,Inverness,6437.446571,42.869788,6480.316359
481,49.24553526,-123.0338348,Rupert St,49.25190222,-123.0337973,Rupert St,6366.958734,37.44736699,6404.406101
211,49.20954378,-123.0748372,Kent,49.20906899,-123.0807214,Kent,474.7937395,5884.227119,6359.020859
691,49.28834153,-123.1232024,Pender,49.28691163,-123.1183346,Pender,1429.902887,4867.816355,6297.719242
3351,49.2824757,-123.1043045,Carrall,49.27805536,-123.1061475,Carrall,4420.344568,1843.013999,6263.358568
5492,49.22355729,-123.1209478,Heather St,49.22907373,-123.121673,Heather St,5516.439282,725.171159,6241.610441
440,49.22488319,-123.0975389,Prince Edward,49.21887446,-123.0977442,Prince Edward,6008.735592,205.220855,6213.956447
416,49.24162404,-123.096872,Prince Edward,49.23565503,-123.0971106,Prince Edward,5969.003889,238.565527,6207.569416
69,49.29150497,-123.0526121,Portside,49.29160074,-123.0465086,Portside,95.7715388,6103.491077,6199.262616
3188,49.27121384,-123.1394044,Seaside,49.27628372,-123.140405,Seaside,5069.872851,1000.56317,6070.436021
134,49.2223823,-123.0801621,Inverness,49.21638251,-123.0800918,Inverness,5999.790165,70.261772,6070.051937
635,49.25066293,-123.0527894,22nd Ave,49.25063921,-123.0467474,22nd Ave,23.7173263,6041.927855,6065.645181
2258,49.2663732,-123.0988084,Off-Broadway,49.26648172,-123.1047517,Off-Broadway,108.5269739,5943.222252,6051.749226
631,49.25065957,-123.0494865,22nd Ave,49.25064371,-123.0554687,22nd Ave,15.8592714,5982.193561,5998.052832
438,49.23860666,-123.0969967,Prince Edward,49.23293363,-123.097217,Prince Edward,5673.03007,220.298962,5893.329032
499,49.25092472,-123.0338053,Rupert St,49.24510982,-123.0338463,Rupert St,5814.905421,41.068218,5855.973639
4995,49.23590174,-123.0594706,Midtown/Ridgeway,49.2359308,-123.0652376,Midtown/Ridgeway,29.0542325,5767.040735,5796.094968
104,49.22697695,-123.0799986,Inverness,49.23256635,-123.0798031,Inverness,5589.40171,195.501129,5784.902839
64,49.28890261,-123.0596391,Portside,49.28579199,-123.0622958,Portside,3110.617246,2656.701975,5767.319221
1518,49.2789766,-123.0741479,Mosaic,49.27397361,-123.0734228,Mosaic,5002.991459,725.180532,5728.171991
5524,49.21073992,-123.1308599,67TH Ave,49.21082107,-123.1363757,67TH Ave,81.1526071,5515.745276,5596.897883
684,49.28571151,-123.1164737,Pender,49.2835833,-123.1131855,Pender,2128.210653,3288.246114,5416.456767
873,49.2364114,-123.0791171,Midtown/Ridgeway,49.23682103,-123.074134,Midtown/Ridgeway,409.6295524,4983.125416,5392.754968
642,49.21234526,-123.1236551,Heather/cambie Connection,49.21233808,-123.118285,Heather/cambie Connection,7.185287799,5370.0886,5377.273888
332,49.25060991,-123.041599,22nd Ave,49.2505997,-123.0362467,22nd Ave,10.2144267,5352.326105,5362.540532
495,49.24981773,-123.0338046,Rupert St,49.25514178,-123.0337921,Rupert St,5324.059286,12.48680501,5336.546091
5371,49.25165007,-123.0732785,Dumfries,49.25651844,-123.0737437,Dumfries,4868.36664,465.24526,5333.6119
420,49.23140692,-123.0972811,Prince Edward,49.2263045,-123.0974969,Prince Edward,5102.419351,215.819327,5318.238678
4256,49.27802516,-123.1307753,Burrard,49.28013317,-123.1275895,Burrard,2108.011673,3185.786846,5293.798519
2226,49.27761844,-123.0969577,Adanac,49.27771463,-123.1021249,Adanac,96.1867786,5167.176305,5263.363084
168,49.26565271,-123.1877367,,49.27069285,-123.1875364,,5040.140049,200.33016,5240.470208
455,49.29240123,-123.133441,Georgia,49.29034354,-123.1302608,Georgia,2057.694024,3180.285938,5237.979962
5750,49.24228592,-123.0484459,Wales-Duchess,49.24350912,-123.0446499,Wales-Duchess,1223.199503,3795.944351,5019.143854
5720,49.24015239,-123.0517634,Wales-Duchess,49.24238056,-123.0490004,Wales-Duchess,2228.174298,2762.965031,4991.139329
3228,49.20855793,-123.1421116,Cypress,49.20507423,-123.1406439,Cypress,3483.700959,1467.778486,4951.479445
5534,49.21087445,-123.1398012,67TH Ave,49.21080168,-123.1350001,67TH Ave,72.7727806,4801.120403,4873.893184
172,49.27212749,-123.1874794,,49.26752109,-123.1876624,,4606.397769,183.021585,4789.419354
802,49.28833773,-123.0370533,Portside,49.28704924,-123.0335542,Portside,1288.486996,3499.15088,4787.637876
1175,49.24752297,-123.1461447,Cypress,49.25156838,-123.1454349,Cypress,4045.412008,709.833173,4755.245181
165,49.27135354,-123.1875108,,49.26682168,-123.1876901,,4531.858122,179.30155,4711.159672
498,49.24628802,-123.0338275,Rupert St,49.25092472,-123.0338053,Rupert St,4636.70443,22.261333,4658.965763
5283,49.2170641,-123.0506005,North Arm Trail,49.21798739,-123.0543162,North Arm Trail,923.2878272,3715.732867,4639.020694
226,49.21340639,-123.1118752,63rd Ave,49.21319095,-123.1162476,63rd Ave,215.4369964,4372.46156,4587.898556
443,49.23387827,-123.0971782,Prince Edward,49.2382749,-123.0970101,Prince Edward,4396.632045,168.100182,4564.732227
49,49.29167705,-123.0468523,Portside,49.29179718,-123.0512591,Portside,120.1306256,4406.790938,4526.921564
409,49.21958287,-123.0977073,Prince Edward,49.22394494,-123.0975603,Prince Edward,4362.075115,146.985298,4509.060413
647,49.23373624,-123.1217877,41st Ave,49.23358676,-123.1174491,41st Ave,149.4793025,4338.589256,4488.068559
432,49.22970136,-123.0973547,Prince Edward,49.22540592,-123.0975306,Prince Edward,4295.431012,175.944225,4471.375237
173,49.26752109,-123.1876624,,49.27181536,-123.187492,,4294.270964,170.431383,4464.702347
5501,49.21082107,-123.1363757,67TH Ave,49.21051313,-123.1404568,67TH Ave,307.941868,4081.112515,4389.054383
339,49.25059972,-123.0366515,22nd Ave,49.25060036,-123.0323076,22nd Ave,0.639743803,4343.905762,4344.545506
20,49.29157339,-123.1334345,Alberni,49.29325026,-123.1360244,Alberni,1676.86303,2589.840353,4266.703383
410,49.22394494,-123.0975603,Prince Edward,49.22806796,-123.0974247,Prince Edward,4123.02197,135.630231,4258.652201
72,49.29122311,-123.0448166,Portside,49.28965914,-123.0421232,Portside,1563.96512,2693.369019,4257.334139
1027,49.21779109,-123.1132834,North Arm Trail,49.21693363,-123.1166497,North Arm Trail,857.4610959,3366.272202,4223.733298
5549,49.21070872,-123.1287914,67TH Ave,49.21077152,-123.1329329,67TH Ave,62.7996063,4141.509414,4204.30902
2195,49.27983752,-123.0997135,Main St,49.28386513,-123.099537,Main St,4027.607848,176.53253,4204.140378
5522,49.21079184,-123.1343094,67TH Ave,49.21072925,-123.1301707,67TH Ave,62.5825739,4138.642758,4201.225332
3989,49.26792798,-123.1152994,Seaside Bypass,49.26584605,-123.1174053,Seaside Bypass,2081.928148,2105.901597,4187.829745
3136,49.27315905,-123.1283501,Richards,49.27482497,-123.125831,Richards,1665.918591,2519.109638,4185.028229
1512,49.27780057,-123.0741972,Mosaic,49.28183961,-123.0741036,Mosaic,4039.048524,93.55416401,4132.602688
269,49.27793044,-123.0308534,Cassiar,49.2819693,-123.030834,Cassiar,4038.858252,19.463413,4058.321665
638,49.21230532,-123.1170247,Heather/cambie Connection,49.21235927,-123.1209802,Heather/cambie Connection,53.953478,3955.471075,4009.424553
433,49.22540592,-123.0975306,Prince Edward,49.22158363,-123.0976209,Prince Edward,3822.291739,90.286803,3912.578542
2455,49.28662639,-123.1365397,Comox-Helmcken,49.28509839,-123.1341806,Comox-Helmcken,1527.999006,2359.118839,3887.117845
1856,49.28403341,-123.0335444,Hastings Park,49.28152452,-123.0348887,Hastings Park,2508.891224,1344.328869,3853.220093
589,49.23250081,-123.1152593,42nd Ave,49.23235805,-123.1115569,42nd Ave,142.7540699,3702.426316,3845.180386
630,49.2506338,-123.0457646,22nd Ave,49.25065957,-123.0494865,22nd Ave,25.7662535,3721.876434,3747.642688
686,49.28399456,-123.1138208,Pender,49.28252396,-123.1115537,Pender,1470.596216,2267.068531,3737.664747
482,49.25190222,-123.0337973,Rupert St,49.2481889,-123.0338112,Rupert St,3713.313968,13.889125,3727.203093
337,49.25060856,-123.0305016,22nd Ave,49.25060054,-123.0342107,22nd Ave,8.019057098,3709.069497,3717.088554
4972,49.23591547,-123.0620968,Gladstone,49.23893511,-123.0627399,Gladstone,3019.644324,643.022062,3662.666385
1874,49.28704924,-123.0335542,Hastings Park,49.28414743,-123.0343084,Hastings Park,2901.81131,754.281088,3656.092398
26,49.29111475,-123.1327256,Alberni,49.29254422,-123.1349336,Alberni,1429.472902,2207.94753,3637.420432
596,49.23231603,-123.1100877,42nd Ave,49.23225117,-123.1065165,42nd Ave,64.8629777,3571.201929,3636.064907
459,49.29124736,-123.1316576,Georgia,49.29267434,-123.1338632,Georgia,1426.977401,2205.55034,3632.527741
5166,49.26550109,-123.1480643,Cypress,49.26893607,-123.1479335,Cypress,3434.976661,130.838454,3565.815115
5518,49.21071949,-123.1294794,67TH Ave,49.21066768,-123.1260295,67TH Ave,51.8112655,3449.828413,3501.639678
109,49.22070008,-123.0802261,Inverness,49.21735728,-123.0800806,Inverness,3342.795019,145.485706,3488.280725
103,49.22360789,-123.0801151,Inverness,49.22697695,-123.0799986,Inverness,3369.059376,116.563056,3485.622432
5714,49.26920439,-123.1027012,Quebec St,49.27190316,-123.1019152,Quebec St,2698.768695,785.991059,3484.759753
341,49.25060048,-123.0314145,22nd Ave,49.25063705,-123.0279859,22nd Ave,36.565454,3428.619026,3465.18448
733,49.25917524,-123.0583781,Central Valley,49.26016071,-123.0608343,Central Valley,985.4714421,2456.246379,3441.717821
73,49.28965914,-123.0421232,Portside,49.2910434,-123.0440277,Portside,1384.257248,1904.40347,3288.660718
4493,49.22385774,-123.0410941,Kerr St,49.22698007,-123.0409295,Kerr st,3122.323516,164.63589,3286.959406
4011,49.2697037,-123.1407917,Seaside Bypass,49.27062382,-123.1431292,Seaside Bypass,920.1162301,2337.557796,3257.674026
651,49.23356908,-123.1169365,41st Ave,49.23367747,-123.1200747,41st Ave,108.3938071,3138.235033,3246.62884
4212,49.27410783,-123.1308614,Beach,49.27535679,-123.1327891,Beach,1248.959602,1927.752671,3176.712273
5051,49.25553552,-123.1743854,Balaclava,49.25473308,-123.176706,Balaclava,802.4367341,2320.599298,3123.036032
503,49.24877465,-123.0338089,Rupert St,49.25183877,-123.0337986,Rupert St,3064.127356,10.222554,3074.34991
135,49.21638251,-123.0800918,Inverness,49.21942701,-123.0801029,Inverness,3044.49764,11.062003,3055.559643
251,49.20524169,-123.1216599,E Kent,49.20571867,-123.119098,E Kent,476.9831259,2561.958031,3038.941157
334,49.25060033,-123.0353535,22nd Ave,49.25060431,-123.0383616,22nd Ave,3.978731002,3008.084152,3012.062883
3387,49.27116471,-123.1912226,Seaside,49.27176778,-123.193562,Seaside,603.0647469,2339.366669,2942.431416
174,49.27181536,-123.187492,,49.26898887,-123.1876048,,2826.492959,112.786879,2939.279838
2199,49.28228494,-123.0996065,Main St,49.27948147,-123.0997294,Main St,2803.471429,122.896396,2926.367825
264,49.2844478,-123.0308721,Cassiar,49.28160284,-123.0308276,Cassiar,2844.963608,44.49742001,2889.461028
2394,49.26534238,-123.1931111,Off-Broadway,49.26538329,-123.1959258,Off-Broadway,40.91208491,2814.62624,2855.538325
557,49.26144689,-123.0794747,10th Ave,49.26142403,-123.0766468,10th Ave,22.8532306,2827.881313,2850.734544
5516,49.21066768,-123.1260295,67TH Ave,49.21070872,-123.1287914,67TH Ave,41.0394004,2761.900806,2802.940206
5551,49.21078171,-123.1336197,67TH Ave,49.21073992,-123.1308599,67TH Ave,41.7899126,2759.770425,2801.560338
5536,49.21081118,-123.1356906,67TH Ave,49.2108518,-123.1384493,67TH Ave,40.623306,2758.719448,2799.342754
5451,49.27671891,-123.0744183,Mosaic,49.27399939,-123.0744603,Mosaic,2719.523739,41.93271499,2761.456454
783,49.28879729,-123.0325526,Portside,49.28704924,-123.0335542,Portside,1748.047212,1001.554339,2749.601551
119,49.23359792,-123.0797704,Inverness,49.23625409,-123.0796909,Inverness,2656.172306,79.580323,2735.752629
5542,49.21084014,-123.1377607,67TH Ave,49.21088466,-123.1404447,67TH Ave,44.5237034,2684.012425,2728.536128
217,49.21318464,-123.1156649,63rd Ave,49.21329318,-123.1130508,63rd Ave,108.5345393,2614.126305,2722.660844
5170,49.26719661,-123.1479992,Cypress,49.26981741,-123.147901,Cypress,2620.796511,98.256207,2719.052718
1416,49.25608139,-123.2026751,,49.25820092,-123.203201,,2119.537945,525.901517,2645.439462
702,49.28491295,-123.11524,Pender,49.2859522,-123.116846,Pender,1039.24558,1605.987692,2645.233272
407,49.23976283,-123.0969485,Prince Edward,49.24228111,-123.0968442,Prince Edward,2518.278176,104.276534,2622.55471
1457,49.26065103,-123.0620565,Lakewood,49.26321102,-123.0620081,Lakewood,2559.989943,48.357924,2608.347867
5503,49.21052387,-123.1411045,67TH Ave,49.21056475,-123.1436266,67TH Ave,40.8784755,2522.053062,2562.931537
2020,49.31212408,-123.1437466,Stanley Park trails,49.31097731,-123.1424034,Stanley Park trails,1146.772662,1343.243108,2490.01577
271,49.28319238,-123.0308749,Cassiar,49.28077199,-123.0308391,Cassiar,2420.394167,35.83637201,2456.230539
338,49.25060054,-123.0342107,22nd Ave,49.25059972,-123.0366515,22nd Ave,0.820518501,2440.872285,2441.692804
652,49.23367747,-123.1200747,41st Ave,49.23375834,-123.1224336,41st Ave,80.8650685,2358.898573,2439.763642
266,49.28285393,-123.0308707,Cassiar,49.28045876,-123.0308419,Cassiar,2395.164717,28.79566499,2423.960382
2432,49.2728311,-123.1647142,Seaside,49.27213607,-123.1664164,Seaside,695.0331603,1702.199349,2397.232509
650,49.23364833,-123.1192323,41st Ave,49.23356908,-123.1169365,41st Ave,79.2491431,2295.867667,2375.11681
469,49.27632681,-123.1027464,Quebec St,49.27481424,-123.1018886,Quebec St,1512.572716,857.787562,2370.360278
659,49.28014836,-123.0362027,Windermere,49.27779981,-123.0362074,Windermere,2348.553008,4.729078,2353.282086
203,49.27200502,-123.1275769,Beach,49.27327406,-123.1286441,Beach,1269.045947,1067.179671,2336.225618
488,49.25270843,-123.0337982,Rupert St,49.25040241,-123.0338047,Rupert St,2306.017202,6.443613998,2312.460816
457,49.28993233,-123.1296253,Georgia,49.29083617,-123.1310221,Georgia,903.8420535,1396.79941,2300.641464
655,49.27866529,-123.0362057,Windermere,49.28095219,-123.036201,Windermere,2286.899681,4.628607002,2291.528288
171,49.26996118,-123.187566,,49.27212749,-123.1874794,,2166.310516,86.646654,2252.95717
592,49.23242617,-123.1133395,42nd Ave,49.2325098,-123.1154897,42nd Ave,83.6312345,2150.118706,2233.749941
5748,49.24176678,-123.0468261,Wales-Duchess,49.24231022,-123.0485041,Wales-Duchess,543.4476358,1677.941333,2221.388969
5292,49.21810795,-123.073986,Dumfries,49.21956017,-123.0747473,Dumfries,1452.219791,761.296263,2213.516054
627,49.25066107,-123.0504561,22nd Ave,49.25065134,-123.0482558,22nd Ave,9.728349099,2200.326798,2210.055147
468,49.27497018,-123.1019255,Quebec St,49.27632681,-123.1027464,Quebec St,1356.628737,820.842279,2177.471016
673,49.28343609,-123.1253501,,49.28224126,-123.1244048,,1194.833201,945.290036,2140.123237
4402,49.27949552,-123.1004926,Keefer,49.27924438,-123.1023384,Keefer,251.1463806,1845.84806,2096.994441
5272,49.21695293,-123.0551642,North Arm Trail,49.2185678,-123.0547526,North Arm Trail,1614.865886,411.620773,2026.486659
5421,49.22919197,-123.0912306,45th Ave,49.22914287,-123.0892826,45th Ave,49.0943372,1947.98669,1997.081027
1889,49.28476488,-123.0439034,Hastings Park,49.28296922,-123.044074,Hastings Park,1795.654248,170.539331,1966.193579
268,49.27987409,-123.0308471,Cassiar,49.27793044,-123.0308534,Cassiar,1943.653175,6.272554003,1949.925729
5368,49.25254862,-123.0729746,Dumfries,49.25162968,-123.071968,Dumfries,918.9412239,1006.585178,1925.526402
5357,49.25162968,-123.071968,Dumfries,49.25254862,-123.0729746,Dumfries,918.9412239,1006.585178,1925.526402
4022,49.27062391,-123.1431293,Seaside Bypass,49.27089582,-123.1414927,Seaside Bypass,271.9076062,1636.594652,1908.502258
5129,49.27190961,-123.1662391,York Ave,49.27188212,-123.1643914,York Ave,27.4903568,1847.666808,1875.157165
485,49.25613733,-123.0337823,Rupert St,49.25429456,-123.0337972,Rupert St,1842.77353,14.929172,1857.702702
5715,49.27190316,-123.1019152,Quebec St,49.27066104,-123.1025117,Quebec St,1242.116281,596.493922,1838.610203
1218,49.27246281,-123.1478028,Cypress,49.2706988,-123.1478685,Cypress,1764.014924,65.687201,1829.702125
2242,49.2706988,-123.1478685,Cypress,49.27246281,-123.1478028,Cypress,1764.014924,65.687201,1829.702125
1847,49.2941356,-123.1376415,Seaside,49.29496888,-123.1366903,Seaside,833.280233,951.214131,1784.494364
5716,49.27066104,-123.1025117,Quebec St,49.27183223,-123.1019458,Quebec St,1171.189182,565.900576,1737.089758
272,49.28077199,-123.0308391,Cassiar,49.27910226,-123.0308541,Cassiar,1669.724994,15.019006,1684.744
5726,49.24031863,-123.051601,Wales-Duchess,49.23887416,-123.0517831,Wales-Duchess,1444.465457,182.113962,1626.579419
629,49.25064348,-123.0473627,22nd Ave,49.2506338,-123.0457646,22nd Ave,9.682422601,1598.114286,1607.796709
200,49.27635482,-123.1341827,Beach,49.27712026,-123.1349627,Beach,765.4364935,780.018816,1545.455309
169,49.27069285,-123.1875364,,49.26921562,-123.1875957,,1477.22526,59.345949,1536.571209
350,49.25061445,-123.042433,22nd Ave,49.25060747,-123.0409364,22nd Ave,6.980025304,1496.608051,1503.588076
352,49.25060682,-123.0400432,22nd Ave,49.25060481,-123.0385486,22nd Ave,2.010310403,1494.591923,1496.602233
5540,49.2108518,-123.1384493,67TH Ave,49.21082979,-123.1370083,67TH Ave,22.0113876,1440.971446,1462.982834
1949,49.29587238,-123.1508735,Stanley Park trails,49.29684515,-123.1513336,Stanley Park trails,972.7733295,460.098191,1432.87152
5528,49.21069771,-123.1281013,67TH Ave,49.21067681,-123.1267181,67TH Ave,20.8995395,1383.189334,1404.088874
5538,49.21086316,-123.1391403,67TH Ave,49.21084014,-123.1377607,67TH Ave,23.0204955,1379.563392,1402.583888
5508,49.21072925,-123.1301707,67TH Ave,49.21075062,-123.1315518,67TH Ave,21.364339,1381.07498,1402.439319
5173,49.26893607,-123.1479335,Cypress,49.27025806,-123.147884,Cypress,1321.9887,49.438536,1371.427236
5532,49.21088466,-123.1404447,67TH Ave,49.21086316,-123.1391403,67TH Ave,21.5032079,1304.449033,1325.952241
5276,49.21762927,-123.0558078,North Arm Trail,49.21695293,-123.0551642,North Arm Trail,676.3425212,643.673159,1320.01568
265,49.28160284,-123.0308276,Cassiar,49.28285393,-123.0308707,Cassiar,1251.091388,43.030781,1294.122169
4675,49.22934063,-123.0488179,Sunrise,49.22935485,-123.0500801,Sunrise,14.2118993,1262.269689,1276.481588
270,49.2819693,-123.030834,Cassiar,49.28319238,-123.0308749,Cassiar,1223.080894,40.947141,1264.028035
657,49.2803675,-123.0362022,Windermere,49.27919546,-123.0362047,Windermere,1172.04556,2.445983,1174.491543
2726,49.27757479,-123.1027632,Adanac,49.27766159,-123.1038353,Adanac,86.7985985,1072.069093,1158.867691
2235,49.26762995,-123.0949169,Central Valley,49.26767718,-123.0959809,Central Valley,47.2274015,1063.955423,1111.182824
3322,49.25322088,-123.1758157,Balaclava,49.25382295,-123.1763144,Balaclava,602.073019,498.722848,1100.795867
771,49.29198289,-123.0265574,Portside,49.29231011,-123.0258166,Portside,327.2138764,740.819647,1068.033523
323,49.29825804,-123.1383745,Stanley Pk Causeway,49.29793128,-123.1376335,Stanley Pk Causeway,326.7635669,740.99625,1067.759817
1829,49.27482051,-123.1130788,Pacific,49.27515109,-123.1123417,Pacific,330.5814971,737.036705,1067.618202
2431,49.27251465,-123.1654654,Seaside,49.2728311,-123.1647142,Seaside,316.4537894,751.163013,1067.616802
1830,49.27515109,-123.1123417,Pacific,49.27548454,-123.1116077,Pacific,333.4523413,734.041651,1067.493992
