,UNIQUE_ID,ROUTE_NAM,STREET_NAM,TPL_TYPE,STATUS,LENGTH,YEAR_CONST,DIRECTION,STREET_TYP,POINT_X,POINT_Y,newLong,newLat
17,1,Burrard Brdg,Burrard Bridge,Protected Bike Lanes,Active,1059,1990,NS,Arterial,489421.85160000157,5457787.463100001,-123.14541951669037,49.27275418982718
18,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490343.4896,5459832.206900002,-123.13279902763894,49.29116221953017
19,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490297.3582977252,5459877.998852903,-123.1334345481161,49.29157339356249
20,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490109.37463298626,5460064.752949422,-123.13602438798635,49.293250257483024
21,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490063.2500341432,5460110.551654439,-123.13665987010775,49.29366147442582
22,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490017.1254352983,5460156.350359464,-123.13729536280151,49.294072687835296
23,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490441.08430219814,5459735.341634657,-123.13145456501057,49.290292437744384
24,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490394.95027860906,5459781.130845912,-123.13209010048372,49.29070359454761
25,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490348.81625502,5459826.92005717,-123.13272564652746,49.29111474781716
26,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490188.5485325549,5459986.119866686,-123.13493359298621,49.292544219025
27,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490142.4297724124,5460031.924451202,-123.13556897680527,49.292955495013665
28,2,Alberni,Alberni,Painted Lanes,Active,623,2009,EW,Arterial,490115.1375000011,5460059.030800002,-123.13594499077145,49.2931988792582
29,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491518.0937000001,5452598.829299999,-123.11649234356568,49.226114027717344
30,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491453.2076642839,5452602.6766846925,-123.11738358250068,49.22614773376555
31,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491388.31848157477,5452606.470618976,-123.11827486470979,49.226180952092896
32,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491323.42886509374,5452610.257129924,-123.11916615389845,49.22621409676151
33,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491258.5389831709,5452614.039090268,-123.1200574478135,49.226247193614604
34,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491193.64930223115,5452617.824483274,-123.12094874022166,49.226280314470166
35,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491128.76117476635,5452621.636394743,-123.12184001305943,49.22631366701021
36,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,491063.8699586792,5452625.3953939285,-123.12273132832536,49.22634653666868
37,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490998.97875670064,5452629.154636443,-123.12362264457266,49.22637940163781
38,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490934.08789111674,5452632.919681415,-123.1245139575004,49.22641231192801
39,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490869.1970721213,5452636.685529057,-123.12540527097754,49.226445222560756
40,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490804.30637312867,5452640.4534442015,-123.12629658402481,49.22647814491463
41,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490739.41563192755,5452644.220632257,-123.1271878988062,49.226511053849165
42,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490674.5248514125,5452647.98714309,-123.12807921528247,49.226543949812914
43,3,49th Ave,W 49th Ave,Painted Lanes,Active,862,2007,EW,Sec Arterial,490657.3093000008,5452648.986400001,-123.12831568211558,49.22655267597147
44,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496888.4471000014,5459718.690099999,-123.04279011472522,49.29020950144318
45,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496927.8419247689,5459667.05003234,-123.04224795982111,49.289745190112136
46,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496470.0196009977,5459923.691135446,-123.04854614361182,49.29205124400916
47,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496531.5886167595,5459902.852318341,-123.04769923363753,49.29186414820292
48,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496593.15763251856,5459882.01350124,-123.04685233006967,49.291677046181825
49,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496272.7291838061,5459895.576762667,-123.05125912167962,49.29179717916051
50,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496334.4643682409,5459915.918026213,-123.05041029829584,49.29198052548184
51,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496396.1995526776,5459936.259289766,-123.04956146861191,49.29216386556443
52,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495602.53200043365,5459461.354331715,-123.06047119538181,49.287886823986916
53,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495632.98360770196,5459518.713895563,-123.06005307106516,49.28840300083845
54,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496875.56410128623,5459736.433765333,-123.04296742054422,49.29036904280189
55,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495715.82051200327,5459652.948859569,-123.05891537794494,49.28961105208686
56,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495768.119180982,5459691.547424603,-123.05819658376127,49.28995861672079
57,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495820.41784996074,5459730.145989643,-123.0574777794697,49.29030617686638
58,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495874.60554155055,5459765.760778198,-123.05673295618826,49.29062690574239
59,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495550.6504030414,5459361.655627558,-123.06118352811714,49.28698964251205
60,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495580.70509979315,5459419.289950691,-123.06077087987192,49.287508290649576
61,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495965.2001258824,5459795.483245466,-123.05548738847412,49.2908948689439
62,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496027.2597523583,5459814.812051997,-123.05463412441458,49.291069141241515
63,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495663.1332876682,5459574.231929978,-123.0596390700382,49.288902609140784
64,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495469.6568090692,5459228.577600747,-123.0622957717153,49.28579198893548
65,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,495506.46872430295,5459281.186041661,-123.06179017065867,49.286265482237624
66,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496050.8495043954,5459822.488363098,-123.05430978820958,49.29113834378429
67,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496112.5867277067,5459842.823437668,-123.05346095936792,49.29132165686941
68,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496174.323951019,5459863.158512238,-123.05261212422715,49.29150496371573
69,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496618.1442464879,5459873.514869003,-123.04650863184081,49.29160073846179
70,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496679.6488572592,5459852.486724677,-123.04566262143247,49.291411924325644
71,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496741.1534680305,5459831.458580345,-123.04481661748262,49.29122310398768
72,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496936.9052513549,5459657.479465969,-123.0421232486993,49.28965914683286
73,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496798.51164901815,5459811.446528824,-123.04402765081922,49.29104339565194
74,4,Portside,Wall,Local Street,Active,1946,1999,EW,Residential,496847.498300001,5459775.088600002,-123.04335368782877,49.29071660502896
75,5,Seaside Bypass,W 2nd Ave,Protected Bike Lanes,Active,146,2009,NS,Arterial,491661.7858000016,5457114.6601,-123.1146128320325,49.26673685908798
76,5,Seaside Bypass,W 2nd Ave,Protected Bike Lanes,Active,146,2009,NS,Arterial,491608.2311675567,5457077.824447621,-123.11534819268095,49.266404783180086
77,5,Seaside Bypass,W 2nd Ave,Protected Bike Lanes,Active,146,2009,NS,Arterial,491555.54037829116,5457039.900079014,-123.11607164672118,49.2660629213091
78,5,Seaside Bypass,W 2nd Ave,Protected Bike Lanes,Active,146,2009,NS,Arterial,491540.8604000006,5457033.0167,-123.11627328152692,49.26600080118536
79,6,Fraser River Trail,E Kent Ave South,Local Street,Active,133,0,EW,Arterial,494896.5315000005,5450616.562800001,-123.07006698405893,49.208320479059275
80,6,Fraser River Trail,E Kent Ave South,Local Street,Active,133,0,EW,Arterial,494837.22490109876,5450643.165945055,-123.07088156281931,49.208559285092626
81,6,Fraser River Trail,E Kent Ave South,Local Street,Active,133,0,EW,Arterial,494804.8180560926,5450686.993190002,-123.0713270546012,49.20895324965829
82,6,Fraser River Trail,E Kent Ave South,Local Street,Active,133,0,EW,Arterial,494804.84600000083,5450689.767899999,-123.07132670685147,49.20897820919483
83,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494374.8994000014,5450733.029100001,-123.07723024617782,49.20936355988916
84,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494371.9225353375,5450668.097302884,-123.0772702069878,49.20877945280168
85,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494368.9456706755,5450603.165505771,-123.07731016686424,49.20819534564147
86,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494365.9688060116,5450538.233708652,-123.07735012580729,49.20761123840853
87,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494362.9919413505,5450473.3019115385,-123.07739008381687,49.207027131102876
88,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494360.0150766866,5450408.37011442,-123.07743004089309,49.20644302372446
89,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494357.03821202274,5450343.438317306,-123.07746999703605,49.20585891627337
90,7,Knight St Bridge,Knight St Bridge,Protected Bike Lanes,Active,741,1990,NS,Arterial,494354.2423206894,5450278.502541248,-123.07750746770992,49.20527477462501
