,UNIQUE_ID,ROUTE_NAM,STREET_NAM,TPL_TYPE,STATUS,LENGTH,YEAR_CONST,DIRECTION,STREET_TYP,POINT_X,POINT_Y,newLong,newLat
807,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497588.68609874975,5459144.1018293295,-123.0331569550276,49.28504414994578
808,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497576.0823553968,5459080.340237714,-123.0333298771489,49.28447055378922
809,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497598.62900252827,5459022.576563412,-123.03301950446885,49.283951048727694
810,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497659.9909401452,5459003.720404053,-123.03217565091609,49.28378167237775
811,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497709.7314842595,5458979.356047332,-123.03149156779115,49.28356269924304
812,74,Portside,Bridgeway,Painted Lanes,Active,534,2010,NS,Residential,497723.45430000033,5458978.900600003,-123.03130287425999,49.28355865368601
813,75,Midtown,Collingwood,Local Street,Active,238,1998,EW,Residential,486752.22660000063,5453992.265599998,-123.1819935525363,49.23856372424243
814,75,Midtown,Collingwood,Local Street,Active,238,1998,EW,Residential,486751.57106639724,5453927.268926671,-123.18200040968625,49.237979052114284
815,75,Midtown,Collingwood,Local Street,Active,238,1998,EW,Residential,486751.0891036242,5453862.271095203,-123.18200488226486,49.23739437326529
816,75,Midtown,Collingwood,Local Street,Active,238,1998,EW,Residential,486750.64075694606,5453797.2727799155,-123.18200889295277,49.236809690732294
817,75,Midtown,Collingwood,Local Street,Active,238,1998,EW,Residential,486750.14040000085,5453754.184100002,-123.18201434219715,49.23642208858743
818,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,492320.9503000006,5453843.455900002,-123.10548959308969,49.23732033400444
819,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,492255.9808566738,5453845.448745662,-123.10638213626862,49.23733744168245
820,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,492191.011413347,5453847.441591321,-123.10727468005292,49.237354542464175
821,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,492126.1021449547,5453847.26608981,-123.1081663552074,49.23735213234484
822,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,492061.4750318695,5453840.410749452,-123.10905402192084,49.23728963232518
823,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491996.95844587963,5453832.498095321,-123.10994014693294,49.23721761615182
824,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491932.43970245216,5453824.603050308,-123.11082629934886,49.237145751552056
825,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491867.92237178143,5453816.696470255,-123.1117124295408,49.237073776414256
826,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491803.3923071353,5453808.8947508335,-123.11259873421962,49.23700273755517
827,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491738.857190934,5453814.570568034,-123.11348538349344,49.23705292533987
828,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491674.33409493044,5453822.429962538,-123.11437191478053,49.23712274825525
829,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491609.80535397306,5453830.239339633,-123.1152585250546,49.2371921143694
830,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491545.1592328893,5453836.917272693,-123.11614672641889,49.23725129445996
831,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491480.2547351951,5453840.439513138,-123.11703841221673,49.237282077955
832,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491415.3497423511,5453843.952517871,-123.1179301057149,49.23731277148221
833,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491350.44334106613,5453847.439355645,-123.11882181908942,49.23734322272814
834,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491285.54139707517,5453851.008137656,-123.11971347409815,49.23737440426039
835,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491220.6400485514,5453854.587889155,-123.12060512227717,49.23740567759107
836,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491155.7337996289,5453858.077514229,-123.12149683689931,49.2374361332605
837,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491090.8280046331,5453861.575763807,-123.1223885465613,49.23746665963184
838,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,491025.9226568006,5453865.082302697,-123.12328025135238,49.23749725369
839,76,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1333,1998,EW,Residential,490992.76740000024,5453866.871200003,-123.12373575657955,49.23751285828097
840,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488470.80069999956,5453963.821400002,-123.15838363055974,49.23834264313759
841,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488405.8222218426,5453965.493935877,-123.15927632424547,49.23835646068973
842,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488340.84388616495,5453967.171985587,-123.16016901661571,49.23837032094403
843,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488275.8657457512,5453968.857591841,-123.16106170700738,49.238384242276126
844,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488210.88780732267,5453970.550963158,-123.16195439533764,49.23839822656185
845,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488145.90996139497,5453972.247879796,-123.16284708298916,49.23841223584168
846,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488080.9322700193,5453973.950707892,-123.16373976918122,49.23842629140075
847,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,488015.95455910265,5453975.652790118,-123.16463245610899,49.23844033335161
848,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487950.97683914844,5453977.3545273,-123.16552514363948,49.2384543653
849,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487887.1028223317,5453982.871045779,-123.16640278472744,49.238502726930484
850,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487822.1050925497,5453983.414298328,-123.1672957135391,49.23850632399285
851,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487757.10736031365,5453983.957256459,-123.16818864248772,49.23850991150496
852,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487692.1096115168,5453984.498229012,-123.16908157171463,49.23851347425418
853,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487627.11186272,5453985.039201565,-123.1699745010523,49.238517030101534
854,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487562.1141090477,5453985.579588011,-123.17086743054918,49.23852057377474
855,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487497.11635298934,5453986.1196872685,-123.17176036017982,49.238524107962704
856,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487432.1185969291,5453986.659786522,-123.17265328991994,49.23852763524874
857,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487367.12083655037,5453987.19936569,-123.1735462198121,49.238531150954536
858,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487302.12307304516,5453987.738568038,-123.17443914984392,49.23853465636879
859,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487237.125309539,5453988.27777038,-123.17533207998389,49.23853815488111
860,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487172.1276633628,5453988.830752028,-123.17622500906084,49.238541770441614
861,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487107.13014265057,5453989.398467841,-123.17711793700008,49.23854551163962
862,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,487042.1326217968,5453989.96616549,-123.17801086505708,49.23854924577238
863,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,486977.1342924526,5453990.430768421,-123.17890380098721,49.23855204562854
864,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,486912.136455399,5453990.961030783,-123.17979673238065,49.238555429212894
865,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,486847.1386183426,5453991.491293145,-123.18068966387736,49.23855880589535
866,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,486782.14078128897,5453992.021555504,-123.18158259547685,49.238562175675845
867,77,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1720,1998,EW,Residential,486752.22660000063,5453992.265599998,-123.1819935525363,49.23856372424243
868,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,493834.0875000013,5453748.245300002,-123.08470169951406,49.2364810029913
869,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,493899.0756159974,5453747.002805052,-123.08380893396576,49.23647047756352
870,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,493964.063594291,5453745.752885437,-123.08291617056811,49.23645987844827
871,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,494029.05123211164,5453744.4853470195,-123.08202341195872,49.23644911394494
872,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,494094.0372400889,5453743.137521381,-123.08113067493535,49.23643762032394
873,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,494159.02195100393,5453741.728482379,-123.08023795524387,49.23642556916273
874,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,494224.0075443825,5453740.367692025,-123.07934522455132,49.23641394511913
875,78,Midtown/Ridgeway,E 37th Ave,Local Street,Active,407,1998,EW,Residential,494240.6135,5453740.067,-123.07911710325104,49.23641139677497
876,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494603.40830000024,5453785.237800004,-123.07413397783272,49.23682102452078
877,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494668.39867429435,5453784.119207496,-123.0732411789393,49.236811531980166
878,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494733.3805799382,5453782.636649506,-123.07234849193398,49.23679875851044
879,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494798.35264845006,5453780.731311386,-123.07145593502993,49.23678217505068
880,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494863.0618017847,5453776.874881364,-123.07056696542097,49.23674803195068
881,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494928.02794004977,5453774.804808261,-123.0696744893934,49.236729952846076
882,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,494992.97923112754,5453772.2889013775,-123.06878221239946,49.23670785634335
883,79,Midtown/Ridgeway,E 37th Ave,Local Street,Active,402,1998,EW,Residential,495005.07160000224,5453771.820500001,-123.06861609196194,49.236703741744755
884,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,497960.176,5454556.910700001,-123.02802537744121,49.2437827948657
885,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498011.9032809464,5454518.907089232,-123.02731450188952,49.24344111371004
886,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498069.05887755845,5454490.30752047,-123.02652910224336,49.243184036873764
887,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498124.155344191,5454455.820279608,-123.02577197332147,49.24287398738241
888,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498179.53585788794,5454422.352404719,-123.02501095605051,49.24257310319305
889,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498244.5345343249,5454422.0709270965,-123.02411795239676,49.24257076111272
890,80,Midtown,Moscrop,Local Street,Active,354,2003,EW,Residential,498273.4604000002,5454421.678200005,-123.0237205446596,49.24256731072008
891,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486750.14040000085,5453754.184100002,-123.18201434219715,49.23642208858743
892,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486685.1435216423,5453754.8211270645,-123.1829072257167,49.236426408566416
893,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486620.146643281,5453755.458154123,-123.18380010937292,49.23643072164406
894,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486555.1497649206,5453756.095181186,-123.18469299316543,49.23643502782045
895,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486490.15245490894,5453756.681757929,-123.18558588132319,49.236438873275354
896,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486425.1540744174,5453757.140253894,-123.18647877996816,49.23644155969314
897,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486360.1555641126,5453757.5803198535,-123.18737167984662,49.23644407342501
898,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486295.15706359036,5453758.021804776,-123.18826457971026,49.236446593019494
899,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486230.1586858295,5453758.481030814,-123.1891574785681,49.2364492653001
900,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486165.1602643635,5453758.93398401,-123.1900503778864,49.236451874252786
901,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486100.16179820616,5453759.380523115,-123.19094327767043,49.23645441860699
902,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,486035.16339226626,5453759.835740916,-123.19183617700136,49.23645703412766
903,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485970.1650044201,5453760.293529872,-123.19272907624797,49.236459665875294
904,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485905.16649637,5453760.7337033115,-123.19362197660118,49.2364621322637
905,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485840.16806262266,5453761.184859436,-123.19451487639033,49.236464690543734
906,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485775.16965135746,5453761.639318084,-123.19540777605975,49.23646727162965
907,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485710.1712400876,5453762.093776735,-123.19630067580187,49.236469845814085
908,81,Midtown,W 39th Ave,Local Street,Active,1083,1998,EW,Residential,485667.46100000106,5453762.3924,-123.1968873972951,49.23647153354469
909,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493460.75100000016,5453755.743700001,-123.08983037278189,49.23654457879401
910,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493525.7381086368,5453754.453908449,-123.08893761812577,49.2365336675471
911,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493590.7157919267,5453752.792339165,-123.08804498738641,49.236519405073956
912,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493655.7059908677,5453751.669300048,-123.0871521937466,49.2365099800388
913,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493720.6937255971,5453750.406650513,-123.08625943210178,49.23649929224982
914,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493785.68135657255,5453749.138652176,-123.08536667217572,49.23648854944661
915,82,Midtown/Ridgeway,E 37th Ave,Local Street,Active,373,1998,EW,Residential,493834.0875000013,5453748.245300002,-123.08470169951406,49.2364810029913
916,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490992.76740000024,5453866.871200003,-123.12373575657955,49.23751285828097
917,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490927.86165527906,5453870.370385604,-123.12462746830067,49.23754337578843
918,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490862.95606555697,5453873.872445414,-123.12551917904382,49.237573912268324
919,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490798.05047583487,5453877.374505229,-123.12641089087337,49.23760444186427
920,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490733.14487620536,5453880.876381319,-123.1273026039208,49.237634962923416
921,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490668.2390623037,5453884.374282779,-123.1281943209049,49.23766544134258
922,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490603.33315029833,5453887.870363103,-123.12908604027798,49.23769589649461
923,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490538.42742837407,5453891.369971892,-123.12997775820625,49.23772637650473
924,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490473.52175433096,5453894.870468512,-123.13086947658176,49.23775685761772
925,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490408.61610069964,5453898.371343644,-123.13176119576977,49.23778733525169
926,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490343.7107385723,5453901.877608456,-123.13265291216675,49.237817854487446
927,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490278.80611793697,5453905.397582915,-123.13354461979505,49.23784849017212
928,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490213.9014973007,5453908.917557374,-123.13443632851248,49.23787911897282
929,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490148.9958922118,5453912.4193122815,-123.13532805139481,49.23790957698479
930,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490084.08987155,5453915.9133760575,-123.13621978087838,49.2379399589224
931,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,490019.1840139907,5453919.410444103,-123.13711150927585,49.23797036100237
932,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489954.2812141888,5453922.963833747,-123.13800319815941,49.238001262873226
933,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489889.3875807775,5453926.670649206,-123.13889476608807,49.23803353811028
934,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489824.4774336219,5453929.6730801985,-123.13978654414012,49.23805947009983
935,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489759.4881560793,5453930.758101774,-123.14067936117846,49.23806814636785
936,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489694.52026756946,5453932.801007137,-123.14157190931054,49.23808543246737
937,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489629.54640735127,5453934.629416602,-123.14246453453761,49.23810078213237
938,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489564.5654907841,5453936.204371333,-123.1433572506411,49.23811384489954
939,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489499.5862734392,5453937.847878344,-123.14424994565321,49.23812751743946
940,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489434.60550737195,5453939.429030208,-123.14514266077505,49.23814062215608
941,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489369.6247413028,5453941.01018207,-123.14603537635412,49.23815371997378
942,83,Midtown/Ridgeway,W 37th Ave,Local Street,Active,1664,1998,EW,Residential,489330.3475000011,5453941.965900004,-123.14657497324916,49.238161633527305
943,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492320.9503000006,5453843.455900002,-123.10548959308969,49.23732033400444
944,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492385.9181115916,5453841.410549888,-123.10459707193482,49.23730274712023
945,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492450.8859231835,5453839.365199778,-123.10370455140298,49.23728515334013
946,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492515.8533781115,5453837.381243294,-123.10281203754042,49.237268104909575
947,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492580.81960386224,5453835.286545435,-123.10191953911759,49.237250053424084
948,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492645.7788905185,5453832.992743939,-123.10102713300623,49.237230203976445
949,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492710.7533346964,5453831.176921636,-123.10013452806854,49.237214647348466
950,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492775.7286108788,5453829.384985436,-123.09924191268226,49.23719929869418
951,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492840.6997679109,5453827.448815515,-123.0983493518488,49.23718264567866
952,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492905.6709249411,5453825.512645589,-123.09745679160548,49.237165985766595
953,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,492970.6386509994,5453823.466986537,-123.09656427716469,49.23714833403852
954,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,493035.60461415816,5453821.363800503,-123.09567178656805,49.23713015792601
955,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,493100.57081559487,5453819.267930474,-123.09477929346926,49.237112040729905
956,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,493165.5370120425,5453817.171905929,-123.09388680107956,49.237093915248344
957,84,Midtown/Ridgeway,E 37th Ave,Local Street,Active,864,1998,EW,Residential,493184.57430000044,5453816.557700004,-123.09362527081257,49.237088602564235
958,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489330.3475000011,5453941.965900004,-123.14657497324916,49.238161633527305
959,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489265.36733686645,5453943.571544176,-123.14746768193416,49.238174940600224
960,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489200.38759259135,5453945.194145229,-123.14836038578619,49.23818839331245
961,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489135.40817088634,5453946.829449622,-123.14925308602064,49.23820195340091
962,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489070.4299052991,5453948.510223571,-123.15014577208592,49.23821591561961
963,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,489005.4505254291,5453950.14704638,-123.15103847274068,49.23822947556996
964,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488940.4705725005,5453951.76126913,-123.15193118111728,49.238242825318935
965,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488875.4909177264,5453953.38745038,-123.15282388619516,49.23825627574373
966,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488810.51126295235,5453955.013631636,-123.15371659174193,49.238269719269795
967,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488745.5316081811,5453956.639812889,-123.15460929775718,49.238283155897015
968,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488680.5542451069,5453958.354001554,-123.15550197524362,49.23829737731299
969,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488615.57601635624,5453960.036159813,-123.15639466420899,49.23831130369424
970,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488550.5982217556,5453961.735044442,-123.15728734817363,49.23832537364225
971,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488485.62042715587,5453963.433929069,-123.15818003262893,49.23833943669172
972,85,Midtown/Ridgeway,W 37th Ave,Local Street,Active,860,1998,EW,Residential,488470.80069999956,5453963.821400002,-123.15838363055974,49.23834264313759
973,86,Midtown/Ridgeway,Fraser,Protected Bike Lanes,Active,52,2009,EW,Sec Arterial,493416.0561000006,5453809.1029,-123.09044522706778,49.23702407825444
974,86,Midtown/Ridgeway,Fraser,Protected Bike Lanes,Active,52,2009,EW,Sec Arterial,493414.8440000005,5453756.7436,-123.09046101782339,49.23655308103755
975,87,Midtown,Camosun,Local Street,Active,183,1998,NS,Collector,485667.46100000106,5453762.3924,-123.1968873972951,49.23647153354469
976,87,Midtown,Camosun,Local Street,Active,183,1998,NS,Collector,485668.194680986,5453697.396735158,-123.19687499503802,49.23588690214135
977,87,Midtown,Camosun,Local Street,Active,183,1998,NS,Collector,485669.18761211727,5453632.4043195415,-123.19685903197345,49.235302305972944
978,87,Midtown,Camosun,Local Street,Active,183,1998,NS,Collector,485669.99250000063,5453579.069800001,-123.19684606906553,49.234822570397554
979,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,496931.85330000054,5454647.202299999,-123.04215430976289,49.24459069755572
980,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,496996.8508013645,5454646.632373273,-123.04126128298614,49.24458589332805
981,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497061.8483548593,5454646.068433605,-123.04036825570617,49.24458113605258
982,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497126.8458776269,5454645.500953857,-123.03947522899051,49.244576340030065
983,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497191.8447090583,5454645.157113612,-123.038582186031,49.24457354879959
984,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497256.8444215646,5454644.963789431,-123.03768913209338,49.24457210459667
985,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497321.8441270394,5454644.768182337,-123.03679607828539,49.244570632954925
986,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497386.84304584656,5454644.400452936,-123.03590303421255,49.24456760612638
987,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497451.8417921653,5454643.996757347,-123.03500999238643,49.24456424886964
988,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497516.8382184915,5454643.356801895,-123.03411698108889,49.24455875948794
989,88,Midtown,E 29th Ave,Shared Lanes,Active,1081,1998,EW,Collector,497581.8329335274,5454642.541497618,-123.03322399243963,49.24455168589333
